Name,Type,Location,Communitys Rating,# Ratings,Expert,Expert Score,ABV %,Cost,Cask,Age
MIJENTA TEQUILA BLANCO,TEQUILA BLANCO,"MIJENTA // LOS ALTOS, JALISCO, MEXICO",4.22,31,JAKE EMEN,86,40.0,2,UNAGED,NAS
JOSE CUERVO RESERVA DE LA FAMILIA REPOSADO,TEQUILA REPOSADO,"JOSE CUERVO // JALISCO, MEXICO",3.97,8,JAKE EMEN,86,40.0,4,"HEAVY-TOASTED AMERICAN OAK, LIGHTLY-TOASTED AMERICAN OAK, AND LIGHTLY-TOASTED FRENCH OAK",NAS
ABRE OJOS REPOSADO,TEQUILA REPOSADO,"ABRE OJOS // JALISCO, MEXICO",4.25,1,JACK ROBERTIELLO,86,40.0,2,AMERICAN OAK,NAS
CÓDIGO 1530 AÑEJO TEQUILA,TEQUILA AÑEJO,"CÓDIGO 1530 // JALISCO, MEXICO",4.3,42,COLIN HOWARD,86,40.0,4,EX-NAPA CABERNET SAUVIGNON FRENCH WHITE OAK BARRELS,NAS
LA CAVA DE DON SAMUEL TEQUILA REPOSADO,TEQUILA REPOSADO,"LA CAVA DE DON SAMUEL // JALISCO, MEXICO",3.0,1,AMANDA SCHUSTER,86,40.0,2,"EX-BOURBON, OTHER UNSPECIFIED OAK",NAS
MEZCAL MARQUÉS REPOSADO,MEZCAL REPOSADO,"HACIENDA JARAL DE BERRIO // GUANAJUATO, MEXICO",4.0,5,AMANDA SCHUSTER,86,40.0,3,AMERICAN OAK,NAS
MUCHA LIGA CANIBAL REPOSADO TEQUILA,TEQUILA REPOSADO,"MUCHA LIGA // JALISCO, MEXICO",4.79,7,AMANDA SCHUSTER,86,40.0,2,EX-BOURBON,NAS
TEQUILA REGIONAL BLANCO,TEQUILA BLANCO,"TEQUILA REGIONAL // TEQUILA VALLEY, JALISCO, MEXICO",,,KELLEY SLAGLE,86,40.0,2,,NAS
MILAGRO SELECT BARREL RESERVE REPOSADO TEQUILA,TEQUILA REPOSADO,"MILAGRO // LOS ALTOS, JALISCO, MEXICO",3.73,28,KATRINA NIEMISTO,86,40.0,3,FRENCH AND AMERICAN OAK BARRELS,
EL DIAMANTE DEL CIELO AÑEJO TEQUILA,TEQUILA AÑEJO,"JALISCO, MEXICO",4.38,2,RON BECHTOL,86,40.0,3,,
EL DIAMANTE DEL CIELO REPOSADO TEQUILA,TEQUILA REPOSADO,"JALISCO, MEXICO",4.5,2,RON BECHTOL,86,40.0,2,,
ROCA PATRÓN REPOSADO TEQUILA,TEQUILA REPOSADO,"PATRÓN // LOS ALTOS, JALISCO, MEXICO",4.02,38,STEPHANIE MORENO,86,42.0,3,EX-BOURBON,NAS
TEQUILA PUEBLO VIEJO AÑEJO,TEQUILA AÑEJO,"TEQUILA PUEBLO VIEJO // LOS ALTOS, JALISCO, MEXICO",3.97,9,DUNCAN MCROBERTS,86,40.0,2,AMERICAN OAK,NAS
CRUZ DEL SOL AÑEJO TEQUILA,TEQUILA AÑEJO,"LOS ALTOS, JALISCO, MEXICO",4.63,4,BROCK SCHULTE,86,40.0,3,,
RIAZUL AÑEJO TEQUILA,TEQUILA AÑEJO,"LOS ALTOS, JALISCO, MEXICO",4.11,59,AMANDA SCHUSTER,86,40.0,3,,
OLMECA ALTOS PLATA TEQUILA,TEQUILA BLANCO,"OLMECA ALTOS // LOS ALTOS, JALISCO, MEXICO",3.63,213,DANIEL DJANG,86,40.0,1,,
TEQUILA AMATE SILVER,TEQUILA BLANCO,"TEQUILA VALLEY, JALISCO, MEXICO",3.67,4,BROCK SCHULTE,86,40.0,2,,
BLUE NECTAR REPOSADO EXTRA BLEND TEQUILA,TEQUILA REPOSADO,"TEQUILA VALLEY, JALISCO, MEXICO",3.81,9,AMANDA SCHUSTER,86,40.0,2,,
EL JIMADOR BLANCO TEQUILA,TEQUILA BLANCO,"TEQUILA VALLEY, JALISCO, MEXICO",3.25,158,DISTILLER STAFF,86,40.0,1,,
IXÁ ORGANIC SILVER TEQUILA,TEQUILA BLANCO,"IXÁ // TEQUILA VALLEY, JALISCO, MEXICO",3.71,6,STEPHANIE MORENO,86,40.0,2,UNAGED,NAS
TEQUILA PUEBLO VIEJO BLANCO,TEQUILA BLANCO,"PUEBLO VIEJO // LOS ALTOS, JALISCO, MEXICO",4.28,8,AMANDA SCHUSTER,86,40.0,1,,NAS
EXPRESIONES DEL CORAZÓN OLD RIP VAN WINKLE AÑEJO (2ND RELEASE),TEQUILA AÑEJO,"TEQUILA CORAZÓN // LOS ALTOS, JALISCO, MEXICO",3.0,2,AMANDA SCHUSTER,86,40.0,4,EX-BOURBON,NAS
MIJENTA TEQUILA CRISTALINO,TEQUILA REPOSADO,"MIJENTA // LOS ALTOS, JALISCO, MEXICO",4.75,1,AMANDA SCHUSTER,85,40.0,4,"USED AMERICAN OAK, VIRGIN AMERICAN OAK, EX-SHERRY",NAS
TEQUILA OCHO AÑEJO BARREL SELECT WIDOW JANE 2024,TEQUILA AÑEJO,TEQUILA OCHO // MEXICO,4.13,2,STEPHANIE MORENO,85,48.0,4,EX-WIDOW JANE BOURBON BARRELS,NAS
EL TESORO MUNDIAL COLLECTION: KNOB CREEK EDITION (2023 RELEASE),TEQUILA AÑEJO,"EL TESORO // LOS ALTOS, JALISCO, MEXICO",5.0,1,STEPHANIE MORENO,85,40.0,5,KNOB CREEK RYE WHISKEY BARRELS,NAS
ALMA DEL JAGUAR REPOSADO TEQUILA,TEQUILA REPOSADO,"ALMA DEL JAGUAR // LOS ALTOS, JALISCO, MEXICO",3.71,6,AMANDA SCHUSTER,85,40.0,3,AMERICAN AND FRENCH OAK,NAS
DEL MAGUEY VIDA PUEBLA,MEZCAL JOVEN,"DEL MAGUEY // PUEBLA, MEXICO",4.06,4,STEPHANIE MORENO,85,40.0,2,,NAS
PATRÓN EL ALTO TEQUILA,TEQUILA REPOSADO,"PATRÓN // LOS ALTOS, JALISCO, MEXICO",4.33,9,STEPHANIE MORENO,85,40.0,5,VARIOUS INCLUDING AMERICAN OAK BODY/FRENCH OAK HEAD HYBRID BARRELS,NAS
SEVERO TEQUILA AÑEJO,TEQUILA AÑEJO,"TEQUILA SEVERO // JALISCO, MEXICO",4.05,5,AMANDA SCHUSTER,85,40.0,3,WHITE AMERICAN OAK,NAS
PAQUÍ TEQUILA SILVERA,TEQUILA BLANCO,"PAQUÍ TEQUILA // LOS ALTOS, JALISCO, MEXICO",,,JAKE EMEN,85,40.0,2,,NAS
TEQUILA LOBOS 1707 REPOSADO,TEQUILA REPOSADO,"LOBOS 1707 // LOS ALTOS, JALISCO, MEXICO",3.79,6,JAKE EMEN,85,40.0,2,"AMERICAN WHITE OAK, FINISHED IN PEDRO XIMÉNEZ BARRELS",NAS
TEREMANA TEQUILA BLANCO,TEQUILA BLANCO,"TEREMANA TEQUILA // LOS ALTOS, JALISCO, MEXICO",3.62,202,JAKE EMEN,85,40.0,2,UNAGED,NAS
PARTIDA SINGLE BARREL REPOSADO TEQUILA,TEQUILA REPOSADO,"PARTIDA // TEQUILA VALLEY, JALISCO, MEXICO",4.5,1,COLIN HOWARD,85,40.0,3,AMERICAN OAK,NAS
TEQUILA EL MAYOR CRISTALINO,TEQUILA AÑEJO,"TEQUILA EL MAYOR // JALISCO, MEXICO",3.89,11,ANNA ARCHIBALD,85,40.0,2,AMERICAN OAK,NAS
PASOTE TEQUILA AÑEJO,TEQUILA AÑEJO,"PASOTE // LOS ALTOS, JALISCO, MEXICO",3.83,18,FORREST COKELY,85,40.0,3,EX-BOURBON,NAS
KIMO SABE MEZCAL REPOSADO: RUBEDO,MEZCAL REPOSADO,KIMO SABE // MEXICO,3.7,5,AMANDA SCHUSTER,85,42.7,2,AMERICAN OAK,6 MONTHS
ARTA TEQUILA SILVER,TEQUILA BLANCO,"ARTA TEQUILA // TEQUILA VALLEY, JALISCO, MEXICO",3.33,3,AMANDA SCHUSTER,85,40.0,2,UNAGED,NAS
MEZCALES DE LEYENDA GUERRERO,MEZCAL JOVEN,"MEZCAL DE LEYENDAS // GUERRERO, MEXICO",4.03,26,KELLEY SLAGLE,85,42.0,3,NONE,NAS
GRACIAS A DIOS MEZCAL ESPADÍN JOVEN,MEZCAL JOVEN,"GRACIAS A DIOS // OAXACA, MEXICO",4.18,37,AMANDA SCHUSTER,85,45.0,2,,NAS
DOS ARMADILLOS TEQUILA PLATA,TEQUILA BLANCO,"DOS ARMADILLOS // JALISCO, MEXICO",3.0,2,AMANDA SCHUSTER,85,40.0,2,,NAS
MEZCAL MALA IDEA CUISHE SILVESTRE,MEZCAL JOVEN,"MALA IDEA // OAXACA, MEXICO",4.67,9,AMANDA SCHUSTER,85,48.0,2,NONE,NAS
TEQUILA CHAMUCOS BLANCO,TEQUILA BLANCO,"CHAMUCOS // JALISCO , MEXICO",3.39,19,AMANDA SCHUSTER,85,40.0,2,,NAS
EL DECRETO TEQUILA REPOSADO,TEQUILA REPOSADO,"EL DECRETO // JALISCO, MEXICO",3.0,1,AMANDA SCHUSTER,85,40.0,2,EX-BOURBON,NAS
TEQUILA ORGULLO PUEBLO VIEJO REPOSADO,TEQUILA REPOSADO,"TEQUILA ORGULLO PUEBLO VIEJO // LOS ALTOS, JALISCO, MEXICO",3.5,1,RON BECHTOL,85,40.0,1,,NAS
TEQUILA 1921 REPOSADO,TEQUILA REPOSADO,"LOS ALTOS, JALISCO, MEXICO",3.79,7,AMANDA SCHUSTER,85,40.0,2,,
LA VENENOSA SIERRA RAICILLA (BLACK LABEL),RAICILLA,"JALISCO, MEXICO",3.21,18,OMARI WHEAT,85,42.0,3,,
EL BUHO MEZCAL,MEZCAL JOVEN,"OAXACA, MEXICO",3.74,47,STEPHANIE MORENO,85,43.0,2,UNAGED,NAS
HERRADURA COLECCIÓN DE LA CASA RESERVA 2013 COGNAC CASK FINISH REPOSADO,TEQUILA REPOSADO,"TEQUILA VALLEY, JALISCO, MEXICO",4.25,4,DISTILLER STAFF,85,40.0,4,,
CALLE 23 TEQUILA AÑEJO,TEQUILA AÑEJO,"LOS ALTOS, JALISCO, MEXICO",3.83,3,AMANDA SCHUSTER,85,40.0,2,,
CALLE 23 TEQUILA BLANCO,TEQUILA BLANCO,"LOS ALTOS, JALISCO, MEXICO",3.58,6,AMANDA SCHUSTER,85,40.0,2,,
CORRALEJO SILVER TEQUILA,TEQUILA BLANCO,"GUANAJUATO, MEXICO",3.72,69,AMANDA SCHUSTER,85,40.0,2,,
TEQUILA OCHO REPOSADO LOS FRESNOS 2013,TEQUILA REPOSADO,"TEQUILA OCHO // LOS ALTOS, JALISCO, MEXICO",,,BROCK SCHULTE,85,40.0,3,TEQUILA-SEASONED AMERICAN OAK EX-AMERICAN WHISKEY BARRELS,
TEQUILA OCHO PLATA LOS FRESNOS 2013,TEQUILA BLANCO,"TEQUILA OCHO // LOS ALTOS, JALISCO, MEXICO",4.31,4,BROCK SCHULTE,85,40.0,2,,
PURASANGRE REPOSADO TEQUILA,TEQUILA REPOSADO,"PURASANGRE TEQUILA // LOS ALTOS, JALISCO, MEXICO",3.63,2,STEPHANIE MORENO,85,40.0,2,FRENCH OAK,NAS
TEQUILA PUEBLO VIEJO REPOSADO,TEQUILA REPOSADO,"PUEBLO VIEJO // LOS ALTOS, JALISCO, MEXICO",3.69,4,AMANDA SCHUSTER,85,40.0,2,EX-BOURBON,NAS
CASAMIGOS CRISTALINO TEQUILA,TEQUILA REPOSADO,"CASAMIGOS // LOS ALTOS, JALISCO, MEXICO",3.63,2,STEPHANIE MORENO,84,40.0,3,AMERICAN WHITE OAK BARRELS,NAS
CENOTE AHUMADO TEQUILA,TEQUILA REPOSADO,CENOTE // MEXICO,,,AMANDA SCHUSTER,84,40.0,3,OAK,NAS
GRAN CENTENARIO CRISTALINO,TEQUILA AÑEJO,"GRAN CENTENARIO // JALISCO, MEXICO",4.25,5,STEPHANIE MORENO,84,40.0,3,AMERICAN OAK AND CALVADOS CASKS,NAS
PELOTÓN DE LA MUERTE PECHUGA,MEZCAL JOVEN,"PELOTÓN DE LA MUERTE // GUERRERO, MEXICO",3.63,2,JAKE EMEN,84,45.1,2,,NAS
DAHLIA CRISTALINO TEQUILA,TEQUILA REPOSADO,"TEQUILA DAHLIA // TEQUILA VALLEY, JALISCO, MEXICO",2.83,3,AMANDA SCHUSTER,84,40.0,2,WHITE OAK,NAS
STORYWOOD TEQUILA SPEYSIDE 14 AÑEJO,TEQUILA AÑEJO,STORYWOOD // MEXICO,4.0,1,STEPHANIE MORENO,84,40.0,4,SPEYSIDE SINGLE MALT SCOTCH WHISKY BARRELS,14 MONTHS
CINCORO BLANCO,TEQUILA BLANCO,"CINCORO // JALISCO, MEXICO",4.13,18,JAKE EMEN,84,40.0,3,,NAS
EXPRESIONES DEL CORAZÓN SAZERAC RYE AÑEJO (2019 RELEASE),TEQUILA AÑEJO,"EXPRESIONES DEL CORAZÓN // LOS ALTOS, JALISCO, MEXICO",4.25,2,ANNA ARCHIBALD,84,45.0,3,USED SAZERAC RYE BARRELS,NAS
CONVITE MEZCAL ESPADIN MADRECUISHE,MEZCAL JOVEN,"CONVITE // OAXACA, MEXICO",3.88,7,STEPHANIE MORENO,84,42.0,3,UNAGED,NAS
MIEL DE TIERRA JOVEN,MEZCAL JOVEN,"MIEL DE TIERRA // ZACATECAS, MEXICO",4.0,4,JOHN RANKIN,84,40.0,2,UNAGED,NAS
4 COPAS TEQUILA REPOSADO,TEQUILA REPOSADO,"4 COPAS // JALISCO, MEXICO",3.94,4,JACK ROBERTIELLO,84,40.0,2,AMERICAN OAK,NAS
CASA DRAGONES TEQUILA BLANCO,TEQUILA BLANCO,CASA DRAGONES // MEXICO,3.88,94,STEPHANIE MORENO,84,40.0,3,UNAGED,NAS
AGAVE DE CORTÉS REPOSADO MEZCAL,MEZCAL REPOSADO,"AGAVE DE CORTÉS // SANTIAGO MATATLAN, OAXACA, MEXICO",,,OMARI WHEAT,84,43.0,2,AMERICAN OAK,NAS
DOS ARMADILLOS TEQUILA REPOSADO,TEQUILA REPOSADO,"DOS ARMADILLOS // JALISCO, MEXICO",3.38,4,AMANDA SCHUSTER,84,40.0,3,EX-BOURBON,NAS
TEQUILA CABRITO BLANCO,TEQUILA BLANCO,"CABRITO // TEQUILA, MEXICO",2.94,9,KELLEY SLAGLE,84,40.0,1,,NAS
QUI PLATINUM EXTRA AÑEJO TEQUILA,TEQUILA EXTRA AÑEJO,"QUI // JALISCO, MEXICO",4.31,46,DANIEL DJANG,84,40.0,3,EX-BOURBON & EX-BORDEAUX WINE CASKS,NAS
MEZCAL VAGO ENSAMBLE EN BARRO,MEZCAL JOVEN,"MEZCAL VAGO // OAXACA, MEXICO",4.12,23,DUNCAN MCROBERTS,84,50.3,3,UNAGED,NAS
TEQUILA 1921 BLANCO,TEQUILA BLANCO,"LOS ALTOS, JALISCO, MEXICO",4.38,4,AMANDA SCHUSTER,84,40.0,2,,
CORAZÓN AÑEJO TEQUILA,TEQUILA AÑEJO,"LOS ALTOS, JALISCO, MEXICO",3.66,29,BROCK SCHULTE,84,40.0,2,,
EXCELLIA TEQUILA AÑEJO,TEQUILA AÑEJO,"EXCELLIA // LOS ALTOS, JALISCO, MEXICO",3.94,4,AMANDA SCHUSTER,84,40.0,3,EX-COGNAC & EX-SAUTERNES WINE CASKS,NAS
TEQUILA AMATE AÑEJO,TEQUILA AÑEJO,"TEQUILA VALLEY, JALISCO, MEXICO",3.88,2,BROCK SCHULTE,84,40.0,2,,
MEZCAL SANTA PEDRERA,MEZCAL JOVEN,"OAXACA, MEXICO",4.5,7,AMANDA SCHUSTER,84,46.0,2,,
BLUE NECTAR SILVER TEQUILA,TEQUILA BLANCO,"BLUE NECTAR // TEQUILA VALLEY, JALISCO, MEXICO",3.44,13,AMANDA SCHUSTER,84,40.0,2,UNAGED,NAS
CORAZÓN REPOSADO TEQUILA,TEQUILA REPOSADO,"LOS ALTOS, JALISCO, MEXICO",3.59,24,BROCK SCHULTE,84,40.0,2,,
MILAGRO AÑEJO TEQUILA,TEQUILA AÑEJO,"MILAGRO // LOS ALTOS, JALISCO, MEXICO",3.5,56,RON BECHTOL,84,40.0,2,AMERICAN OAK,NAS
MILAGRO REPOSADO TEQUILA,TEQUILA REPOSADO,"MILAGRO // LOS ALTOS, JALISCO, MEXICO",3.59,96,RON BECHTOL,84,40.0,1,AMERICAN OAK,NAS
CAZADORES EXTRA AÑEJO TEQUILA,TEQUILA EXTRA AÑEJO,"CAZADORES // LOS ALTOS, JALISCO, MEXICO",3.8,18,RYAN CONKLIN,84,40.0,3,VIRGIN AMERICAN OAK,
CASA NOBLE CRYSTAL TEQUILA,TEQUILA BLANCO,"CASA NOBLE // TEQUILA VALLEY, JALISCO, MEXICO",3.45,68,BROCK SCHULTE,84,40.0,2,,NAS
TEQUILA EL MAYOR AÑEJO,TEQUILA AÑEJO,"TEQUILA EL MAYOR // JALISCO, MEXICO",3.98,83,RON BECHTOL,84,40.0,2,AMERICAN OAK,NAS
DEL MAGUEY VIDA MEZCAL,MEZCAL JOVEN,"DEL MAGUEY // OAXACA, MEXICO",3.59,367,RON BECHTOL,84,42.0,2,UNAGED,NAS
HERRADURA SILVER TEQUILA,TEQUILA BLANCO,"TEQUILA VALLEY, JALISCO, MEXICO",3.68,155,DUNCAN MCROBERTS,84,40.0,2,,
AVIÓN AÑEJO TEQUILA,TEQUILA AÑEJO,"AVIÓN // LOS ALTOS, JALISCO, MEXICO",3.77,55,BROCK SCHULTE,84,40.0,3,EX-BOURBON,NAS
